0.27301,0.35521,0.2942,0.28136,0.2025,0.046309,0.13379,0.098684,0.27462,1.3456,10.405,9.462,1.1424,0.15636,0.23659,0.21788,0.062477,0.34723,0.53161,1.3062,4.6583,7.8486,3.1339,0.6942,0.1209,0.14179,0.25327,0.22917,0.33797,0.19138,2.4295,11.03,7.7573,11.677,5.47,0.71593,0.20229,0.10487
0.25194,0.17712,0.30049,0.10808,0.28138,0.37378,0.71751,0.55604,0.60896,2.5883,12.636,9.832,0.038271,0.51294,0.11171,0.20938,0.087118,0.33329,0.18739,0.8135,3.9282,7.9426,2.2729,0.81798,0.20226,0.18649,0.16323,0.32887,0.40367,0.25125,4.3211,12.978,13.663,11.887,3.8182,0.71411,0.18099,0.14527
0.28805,0.18182,0.17027,0.22406,0.12036,0.30453,0.43246,0.47736,0.15082,3.34,14.394,12.386,1.9817,0.16984,0.58858,0.35018,0.56588,0.21288,0.2001,1.0329,5.8658,8.3492,2.8802,0.2295,0.31041,0.28432,0.16986,0.11831,0.089304,0.247,4.461,12.158,4.9746,10.924,3.4128,0.51547,0.060048,0.17835
0.35866,0.3509,0.38635,0.30846,0.37994,0.32651,0.29157,0.040105,0.21778,2.8445,13.263,10.987,0.87672,0.20364,0.076384,0.28576,0.2612,0.35169,0.24381,0.74342,4.7029,7.319,1.9354,0.49577,0.20048,0.52323,0.12083,0.067827,0.025683,0.095406,4.3902,11.262,3.5644,12.612,3.9687,0.3663,0.52693,0.34865
0.35763,0.16529,0.044196,0.088813,0.25308,0.11292,0.044599,0.30531,0.51189,1.4342,9.4733,8.9642,1.2924,0.2351,0.25538,0.3142,0.25491,0.15952,0.20718,1.0934,4.8851,6.2767,1.6927,0.20827,0.42484,0.31932,0.074229,0.13097,0.17221,0.24279,5.1138,14.853,13.58,12.86,5.6359,0.22277,0.19681,0.10933
0.22631,0.039331,0.10025,0.20365,0.20957,0.44332,0.47173,0.53091,0.066314,1.3089,8.4056,7.8285,0.41498,0.52302,0.13773,0.46529,0.28036,0.030808,0.1173,0.74707,2.7313,4.7226,2.1116,0.79715,0.2749,0.24611,0.16847,0.20034,0.55858,0.51575,5.7773,14.575,9.8466,10.251,6.4021,0.84304,0.44728,0.42117
0.21762,0.20314,0.19902,0.050151,0.15164,0.24663,0.22925,0.42001,0.33968,0.57581,7.7733,13.359,5.5248,0.83985,0.29673,0.68251,0.38168,0.54812,0.29736,0.70095,2.9924,2.6627,1.8595,1.3742,0.19382,0.1471,0.37871,0.58179,0.83392,0.59693,5.2695,11.309,2.6181,5.2313,3.3372,1.3928,0.86733,0.47709
0.34701,0.1781,0.10638,0.17,0.17758,0.25749,0.24611,0.255,0.040913,1.2942,3.2505,16.886,10.794,0.87678,0.40728,0.74303,0.42571,0.39546,0.56288,0.77361,2.088,5.1695,4.9184,1.3552,0.21492,0.28562,0.42471,0.11101,0.17213,0.10117,3.897,10.638,5.3559,1.6002,1.8412,0.58688,0.07848,0.29717
0.057523,0.16617,0.084249,0.14865,0.27862,0.4113,0.53904,0.2208,0.16372,1.0816,10.621,23.826,11.756,0.45907,0.2255,0.41993,0.3565,0.23518,0.13468,0.9278,0.7727,1.5673,3.6942,1.3981,0.026393,0.29633,0.54719,0.19041,0.18723,0.2734,3.0202,10.142,5.502,3.4214,0.89193,0.73228,0.28569,0.27242
0.032051,0.13926,0.14887,0.076076,0.037687,0.34457,0.31359,0.1699,0.30563,1.5936,14.989,26.799,10.282,0.28663,0.31996,0.46655,0.33008,0.42018,0.12858,0.85688,1.2634,1.5352,2.8007,1.4802,0.15064,0.23213,0.18147,0.42187,0.55063,0.32157,2.8649,8.7482,5.5551,6.4783,3.3321,0.16676,0.61729,0.33059
0.13952,0.067361,0.024071,0.083969,0.38947,0.27767,0.35538,0.57323,0.16475,1.1179,13.086,20.467,5.8904,0.62972,0.091013,0.44587,0.46955,0.39645,0.59884,0.7812,0.52143,0.99473,2.1694,1.6733,0.40846,0.23281,0.089337,0.35969,0.33552,0.1095,1.9545,5.6034,3.9367,8.1053,6.624,0.99878,0.12515,0.17446
0.21692,0.18751,0.069728,0.14599,0.16789,0.34167,0.42873,0.48949,0.51564,1.4639,6.6692,13.213,4.0414,0.43577,0.27891,0.39064,0.64097,0.066857,0.51574,0.59968,1.3255,1.2901,3.367,1.3598,0.29963,0.27817,0.054192,0.17287,0.15621,0.40172,1.5266,4.6752,5.6499,9.4542,6.3465,0.53228,0.43586,0.27317
0.38113,0.089593,0.03738,0.08886,0.14241,0.10782,0.29324,0.1541,0.25525,0.77664,5.5276,14.186,5.6931,0.86923,0.42483,0.66649,0.11001,0.48966,0.5043,0.29884,1.8364,3.7081,4.0507,1.4062,0.08695,0.11089,0.077889,0.2053,0.29542,0.21436,0.75528,3.0826,2.4681,6.4762,3.0697,1.3873,0.67048,0.16758
0.42454,0.33935,0.2582,0.29466,0.44376,0.62734,0.55401,0.12888,0.42915,1.1973,12.234,23.43,10.084,0.26314,0.58512,0.83976,0.4435,0.1584,0.20058,0.42622,2.3259,1.5565,2.7622,1.5935,0.30341,0.24587,0.12304,0.19582,0.28407,0.15788,0.65108,1.7995,0.62965,6.0118,3.8503,0.3018,0.21756,0.20271
0.044252,0.18647,0.22971,0.31794,0.17612,0.43824,0.62634,0.5464,0.33015,0.34856,12.532,27.227,11.697,0.28299,0.45941,0.084743,0.16872,0.055869,0.21518,0.68758,2.4038,4.1627,3.6339,1.2629,0.42968,0.32703,0.10103,0.16016,0.22331,0.24709,0.61469,2.046,3.4732,10.978,7.2256,0.32982,0.39799,0.28372
0.081245,0.19848,0.15074,0.28918,0.16853,0.39082,0.26981,0.35647,0.61152,0.92909,8.7828,23.938,12.98,1.0251,0.44727,0.62289,0.5406,0.13683,0.065144,0.49416,2.3217,1.5229,2.4167,1.182,0.45169,0.716,0.64511,0.33534,0.52442,0.62964,1.2107,0.77753,8.3079,19.29,11.327,1.908,0.89246,0.38718
0.40518,0.28701,0.28513,0.19941,0.15259,0.22667,0.035695,0.13903,0.53946,0.98932,5.5947,19.915,10.406,0.36527,0.48575,0.75202,0.19038,0.28067,0.43403,0.62905,1.8758,3.4823,3.621,1.5466,0.38312,0.80839,0.87933,0.4751,0.57537,0.53513,2.1847,3.8856,5.4179,20.502,11.194,1.0775,0.30575,0.21328
