0.33206,0.47478,0.57464,0.95903,1.2002,1.5416,1.9135,2.7586,4.0292,7.0116,8.9598,7.1046,3.5282,1.4449,1.0696,0.66088,0.49817,0.074106,0.42606,1.4968,3.9221,5.522,4.309,1.8209,1.3056,1.1047,1.2762,0.80987,0.66712,0.16507,1.4793,3.0689,3.5972,2.6945,1.3358,0.63164,0.55495,0.46354
0.19867,0.20699,0.21519,0.36057,0.3452,0.30642,0.44668,0.42065,0.90395,3.766,16.316,13.262,2.1164,0.17359,0.40338,0.5077,0.21356,0.50944,0.073063,0.6741,6.3606,11.771,4.2671,0.39015,0.22929,0.54592,0.62188,0.2148,0.38435,0.2278,3.2584,10.282,8.5297,3.1341,1.5872,0.42875,0.10671,0.23217
0.15378,0.18985,0.15568,0.4567,0.18892,0.067597,0.31241,0.053864,0.069489,2.0558,14.187,13.774,2.4304,0.59307,0.24644,0.36507,0.17945,0.60266,1.0224,1.3658,7.5484,13.961,5.1422,0.28056,0.48577,0.37318,0.23239,0.5314,0.42939,0.4559,4.1866,14.342,10.394,4.2889,2.72,0.17017,0.16059,0.39722
0.35964,0.091866,0.16766,0.27365,0.23196,0.20276,0.3919,0.056653,0.33056,2.3652,13.465,12.355,1.3109,0.69776,0.37948,0.15137,0.28799,0.37032,0.15108,0.63394,7.5325,12.96,4.1747,0.08533,0.39372,0.45943,0.28211,0.25462,0.24123,0.3955,3.8191,14.877,9.7567,4.1161,3.2391,0.85729,0.24343,0.21296
0.24764,0.018599,0.13776,0.067597,0.23227,0.10083,0.19498,0.099832,0.13012,1.7956,11.515,11.25,1.9341,0.20259,0.11566,0.32576,0.26631,0.29918,0.56754,0.78952,7.6328,11.393,2.6375,0.45206,0.13063,0.20443,0.24605,0.34793,0.22153,0.75461,3.7274,14.388,8.704,3.5591,1.8946,0.85215,0.40107,0.20132
0.06616,0.16577,0.26398,0.095021,0.31815,0.20849,0.082262,0.53465,0.40722,0.9099,9.4124,8.7432,1.1337,0.14052,0.18747,0.37171,0.53647,0.25525,0.72725,1.0077,6.898,10.904,3.1475,0.32527,0.20516,0.54017,0.37572,0.45403,0.63238,0.82787,4.4156,16.198,11.281,2.6263,1.1366,1.1624,0.44472,0.50361
0.026876,0.098007,0.17754,0.071623,0.12587,0.333,0.47639,0.25921,0.19464,2.0736,9.0378,8.1916,1.4258,0.030767,0.32092,0.68089,0.52855,0.45663,0.099602,0.28102,4.712,10.516,4.3721,0.25832,0.42688,0.31638,0.33039,0.51114,0.27182,0.44026,5.4565,18.135,13.854,6.5108,4.4041,0.80279,0.4186,0.75599
0.11868,0.13588,0.01723,0.16268,0.22706,0.34893,0.12163,0.052882,0.35048,1.5652,6.172,5.907,0.89869,0.25086,0.55449,0.56313,0.23276,0.11402,0.23407,0.49779,3.9513,8.9817,3.8648,0.31311,0.38039,0.011049,0.43032,0.14161,0.084021,0.46704,5.426,17.552,9.1794,10.037,6.2849,0.84409,0.6532,0.20842
0.27548,0.18948,0.31169,0.25151,0.22241,0.22233,0.28832,0.17531,0.52076,0.10524,3.1737,3.8351,0.92798,0.22294,0.29078,0.77115,0.28765,0.3057,0.14683,1.0945,5.3075,8.1419,2.06,0.25065,0.29168,0.28201,0.51177,0.077608,0.30032,0.45273,4.2469,15.254,8.6431,8.7573,4.2243,0.52507,0.24951,0.23921
0.16307,0.13268,0.2173,0.070361,0.12292,0.11894,0.10885,0.051809,0.31951,0.43678,3.1065,3.4048,0.44443,0.27115,0.37421,0.77438,0.71442,0.30549,0.34717,0.75772,5.4465,8.3669,2.3132,0.20586,0.31359,0.40031,0.42087,0.19063,0.51834,1.0023,5.0034,14.753,10.173,2.9008,2.3222,0.91099,0.43871,0.06839
0.12087,0.1131,0.29455,0.16982,0.16143,0.070569,0.22596,0.31933,0.32869,0.65452,4.3223,5.2677,1.0408,0.32456,0.17456,0.2732,0.48496,0.16648,0.17271,0.77593,4.6478,7.097,2.4331,0.49086,0.15555,0.28492,0.2734,0.24173,0.12518,0.20681,2.923,10.986,13.339,8.0574,3.4907,0.7649,0.24023,0.19013
0.10718,0.31174,0.2853,0.34539,0.095829,0.14083,0.11476,0.3603,0.63171,1.5037,8.0612,7.2581,0.66939,0.42297,0.22805,0.13836,0.15365,0.14986,0.35566,1.6161,0.91889,3.9096,2.4856,0.51797,0.17276,0.3692,0.40282,0.21572,0.21898,0.25225,1.6254,2.8577,0.61393,9.8384,3.6687,0.57799,0.4713,0.29335
0.26705,0.22846,0.17946,0.089953,0.14956,0.37734,0.40904,0.24032,0.20362,2.41,10.922,9.952,1.5181,0.20147,0.29741,0.48084,0.24066,0.094398,0.375,0.64089,2.6531,4.6609,1.8419,0.38421,0.24147,0.14219,0.17608,0.2483,0.25373,0.30815,2.6911,7.9511,11.045,8.4556,3.8087,0.7999,0.21628,0.20067
0.58613,0.17844,0.1006,0.17698,0.19287,0.3918,0.35084,0.31745,0.31639,1.9723,11.467,9.9864,1.2241,0.35944,0.20397,0.26041,0.16644,0.29675,0.013594,1.0169,4.3695,6.461,2.3617,0.27676,0.27824,0.4128,0.28544,0.31759,0.21438,0.63231,3.5388,10.424,7.218,2.6899,1.9481,0.34379,0.29558,0.17857
0.22122,0.094673,0.022099,0.21695,0.092031,0.22084,0.43996,0.17903,0.28783,2.3756,10.754,8.9972,0.77045,0.14835,0.60158,0.37562,0.43191,0.19038,0.31189,0.901,3.7229,6.6921,1.4668,0.32418,0.13933,0.37853,0.12376,0.49094,0.31172,0.52823,3.0056,9.6709,5.179,9.0626,4.412,0.75017,0.12295,0.063347
