0.33206,0.47478,0.57464,0.95903,1.2002,1.5416,1.9135,2.7586,4.0292,7.0116,8.9598,7.1046,3.5282,1.4449,1.0696,0.66088,0.49817,0.074106,0.42606,1.4968,3.9221,5.522,4.309,1.8209,1.3056,1.1047,1.2762,0.80987,0.66712,0.16507,1.4793,3.0689,3.5972,2.6945,1.3358,0.63164,0.55495,0.46354,0.46306,0.85471,2.1113,2.98,2.7029,1.5151,0.65635,0.55066,0.67375,0.48426,0.91916,2.5216,4.5596,5.7232,5.4105,5.0095,6.8288,11.415,11.595,6.306,6.315,6.6645,2.9405,0.54201,1.7876,1.3687,0.51901,0.65663,1.1366,0.96868,0.42147,0.15946,0.12119,0.5418,1.0637,1.0919,0.76275,0.6197,0.7795,0.8957,0.62329,0.46189,0.26301,0.29958,0.16915,0.080345,0.12812,0.065606,0.14304,0.34903,1.4779,1.8882,0.36675,0.23015,0.19256,0.046131,0.19452,0.58961,0.55839,0.183,0.96247,0.64629,0.42823,0.077198,0.072773,0.018553,0.056843,0.26973,0.31285,0.050191,0.068375,0.045729,0.13265,0.14122,0.47444,1.5205,1.3771,0.43676,0.13967,0.12003,0.10185,0.086458,0.21458,0.086739,1.0384,2.0849,0.62658,0.20554,0.1109,0.21827,0.24177,0.19174,0.10732,0.057437,0.07595,0.16996,0.052537,0.069319,0.13414,0.39988,0.37628,0.30403,0.14787,0.055643,0.023469,0.12042,0.18641,0.047866,0.084385,0.037082,0.075927,0.080749,0.58429,0.31527,0.2137,0.20277,0.15177,0.56283,0.63189,0.30035,0.26488,0.239,0.082972,0.25793,0.25985,0.060418,0.033688,0.090419,0.12515,0.16475,0.16761,0.43517,0.11264,0.040928,0.075376,0.18672,0.41226,0.20204,0.063021,0.0051839,0.033239,0.023424,0.02637,0.079247,0.11417,0.12317,0.014313,0.045738,0.17692,0.12187,0.046965,0.028582,0.041175,0.0017758,0.013136,0.020567,0.022128,0.01826,0.049308,0.05054,0.065372,0.053609,0.085871
0.19867,0.20699,0.21519,0.36057,0.3452,0.30642,0.44668,0.42065,0.90395,3.766,16.316,13.262,2.1164,0.17359,0.40338,0.5077,0.21356,0.50944,0.073063,0.6741,6.3606,11.771,4.2671,0.39015,0.22929,0.54592,0.62188,0.2148,0.38435,0.2278,3.2584,10.282,8.5297,3.1341,1.5872,0.42875,0.10671,0.23217,0.36239,0.90607,1.3129,2.4582,2.7122,0.36927,0.30768,0.27,0.055104,0.72324,2.6083,7.0756,7.3268,2.1836,2.3847,0.3894,1.8314,13.227,14.468,5.2885,7.7147,12.868,6.1676,0.14978,2.8846,2.3383,1.0295,2.0406,2.4541,1.239,0.15792,0.253,0.037575,0.28896,1.601,1.8159,0.28397,0.28596,0.22622,1.2553,1.5503,1.1845,0.36093,0.19423,0.27434,0.073525,0.16998,0.07296,0.20196,0.32525,2.8276,2.0616,1.7732,0.074178,0.32685,0.080112,0.16775,1.1795,1.2787,0.4889,1.3426,1.2092,0.40028,0.21539,0.39885,0.12216,0.088167,0.41839,0.75633,0.26024,0.089358,0.041913,0.16517,0.15731,0.33254,2.3277,2.5832,0.51685,0.26616,0.20674,0.050913,0.087048,0.22058,0.69451,1.9055,1.4454,1.3735,0.44151,0.045744,0.2524,0.56062,0.42088,0.19103,0.010683,0.08937,0.24578,0.10661,0.073524,0.098665,0.21389,0.57585,1.2851,0.69159,0.11009,0.054271,0.18208,0.055282,0.13865,0.05103,0.17111,0.076012,0.18686,0.62141,0.84741,0.16206,0.20589,0.47073,0.59951,0.5577,1.1453,0.75155,0.20835,0.082352,0.016907,0.085448,0.064536,0.068699,0.14634,0.095065,0.23573,0.69056,0.57165,0.13588,0.022581,0.10286,0.34421,0.24559,0.40486,0.030443,0.03442,0.056104,0.045465,0.050933,0.095534,0.049032,0.20246,0.17299,0.13357,0.035328,0.16391,0.050324,0.048543,0.019026,0.053122,0.035633,0.024697,0.037892,0.053986,0.17367,0.10989,0.099469,0.12882,0.38977
0.15378,0.18985,0.15568,0.4567,0.18892,0.067597,0.31241,0.053864,0.069489,2.0558,14.187,13.774,2.4304,0.59307,0.24644,0.36507,0.17945,0.60266,1.0224,1.3658,7.5484,13.961,5.1422,0.28056,0.48577,0.37318,0.23239,0.5314,0.42939,0.4559,4.1866,14.342,10.394,4.2889,2.72,0.17017,0.16059,0.39722,0.4576,0.50894,0.20558,1.5037,1.3398,0.47125,0.1791,0.098054,0.27757,0.66859,2.0857,5.5644,1.6974,1.8521,3.0294,1.8805,3.5028,11.337,2.3882,5.1024,4.5751,8.149,4.3789,0.7943,2.3596,1.2971,0.71168,2.0639,0.47257,0.41776,0.059402,0.112,0.29712,0.13533,0.89498,1.7811,0.77133,0.65285,0.42885,0.94863,0.77338,0.52286,0.13513,0.36952,0.23108,0.1013,0.12098,0.067819,0.21609,0.30961,1.7864,4.767,4.0509,0.18276,0.27546,0.11214,0.16253,0.79565,1.076,0.35421,1.4502,1.0531,0.32001,0.13724,0.26696,0.38598,0.14762,0.62207,0.90146,0.27741,0.12503,0.090203,0.080153,0.19455,0.52444,1.6311,1.5123,0.56825,0.017592,0.09895,0.15012,0.097389,0.383,0.50061,2.8221,3.2935,1.2838,0.34595,0.02865,0.10751,0.26367,0.20788,0.053094,0.11488,0.12267,0.074908,0.26108,0.39024,0.17713,0.37386,1.6045,1.4592,0.62622,0.18996,0.17644,0.11585,0.20534,0.22313,0.060445,0.066096,0.15914,0.19125,0.8447,0.45877,0.061257,0.13849,0.70333,0.6788,0.79115,0.95638,0.5704,0.31011,0.024937,0.52813,0.34378,0.11372,0.028989,0.14761,0.0841,0.023218,0.27515,0.19037,0.2007,0.060732,0.1238,0.12786,0.82849,0.54912,0.027712,0.03958,0.031456,0.040851,0.11922,0.11189,0.15635,0.34561,0.25509,0.098897,0.22019,0.38958,0.1078,0.021133,0.12143,0.07482,0.031796,0.017749,0.034415,0.02994,0.15498,0.21107,0.13701,0.097079,0.52295
0.35964,0.091866,0.16766,0.27365,0.23196,0.20276,0.3919,0.056653,0.33056,2.3652,13.465,12.355,1.3109,0.69776,0.37948,0.15137,0.28799,0.37032,0.15108,0.63394,7.5325,12.96,4.1747,0.08533,0.39372,0.45943,0.28211,0.25462,0.24123,0.3955,3.8191,14.877,9.7567,4.1161,3.2391,0.85729,0.24343,0.21296,0.38832,0.79815,0.91131,1.6241,0.66834,0.59216,0.33942,0.18309,0.14442,0.74089,3.9793,6.2546,1.147,0.52752,3.891,3.6067,5.3695,19.333,19.419,5.808,1.3166,2.3037,2.5568,0.54524,1.487,1.052,0.57397,2.2426,1.9528,0.76908,0.13276,0.23627,0.22774,0.1916,0.39968,1.8487,1.6569,0.42112,0.3466,0.161,0.89963,0.98686,0.06142,0.24697,0.389,0.081709,0.063797,0.092366,0.19145,0.17167,1.5812,6.8144,4.9128,0.37399,0.42775,0.26946,0.22209,0.84745,0.32743,0.29478,1.2848,0.82946,0.28034,0.11585,0.36936,0.35891,0.22519,0.35703,0.20716,0.34175,0.052853,0.103,0.053121,0.087023,0.63421,1.5048,0.73311,1.0094,0.14941,0.069344,0.23713,0.24145,0.2155,0.64861,3.0434,3.8144,1.3554,0.16964,0.25551,0.28519,0.22332,0.23904,0.097891,0.037545,0.085364,0.19914,0.10062,0.24029,0.20883,0.61434,1.0776,0.47006,0.27714,0.081871,0.054441,0.095699,0.15706,0.13027,0.055998,0.043505,0.07195,0.14474,0.087213,0.57572,0.48124,0.093645,0.5609,0.34086,0.16726,0.67988,0.57355,0.11607,0.17561,0.43804,0.48526,0.097858,0.062182,0.080628,0.077863,0.13767,0.28134,0.19526,0.12589,0.044588,0.15488,0.47044,0.45251,0.51169,0.075256,0.078604,0.046575,0.019123,0.11432,0.13851,0.24553,0.19663,0.17366,0.27924,0.80888,0.69009,0.14048,0.059574,0.13433,0.16545,0.036767,0.033303,0.036061,0.09545,0.27747,0.29538,0.046663,0.09593,0.17234
0.24764,0.018599,0.13776,0.067597,0.23227,0.10083,0.19498,0.099832,0.13012,1.7956,11.515,11.25,1.9341,0.20259,0.11566,0.32576,0.26631,0.29918,0.56754,0.78952,7.6328,11.393,2.6375,0.45206,0.13063,0.20443,0.24605,0.34793,0.22153,0.75461,3.7274,14.388,8.704,3.5591,1.8946,0.85215,0.40107,0.20132,0.24613,0.74117,0.92865,2.4868,2.4437,0.37001,0.33878,0.48552,0.36096,0.58592,4.3018,12.752,11.169,3.0464,3.7138,3.6499,4.5333,22.399,23.613,4.9167,1.2381,1.8757,2.1241,0.67381,1.1827,1.3045,0.60757,1.8926,2.2083,0.24292,0.42759,0.20504,0.13648,0.38931,1.1112,0.95856,0.80128,0.1652,0.23708,0.41384,0.90995,0.98875,0.12298,0.5565,0.57352,0.05745,0.13655,0.038692,0.13962,0.27904,1.2917,1.7172,2.8101,0.070305,0.39908,0.37692,0.796,0.78743,0.73982,0.34545,0.81247,0.25079,0.30644,0.049024,0.27086,0.36414,0.13868,0.23692,0.38939,0.23075,0.050262,0.12287,0.036076,0.072887,0.77388,1.3356,2.1664,0.30772,0.13088,0.14468,0.16935,0.2492,0.17782,1.0927,1.9115,1.3044,1.048,0.21555,0.23278,0.12302,0.069956,0.14515,0.13428,0.12151,0.13337,0.090638,0.021354,0.058084,0.10667,0.37336,0.474,0.51675,0.52039,0.12572,0.049783,0.11614,0.076756,0.063519,0.027906,0.025571,0.18257,0.234,0.22519,0.41944,0.42283,0.22953,0.23233,0.43861,0.65983,0.12463,0.42074,0.11843,0.13328,0.61054,0.43801,0.090742,0.063081,0.05542,0.059173,0.07637,0.39528,0.49363,0.47603,0.04159,0.19037,0.42955,0.38513,0.37594,0.047164,0.066075,0.013265,0.041326,0.016537,0.070367,0.041262,0.3158,0.24823,0.14395,0.29146,0.28127,0.072195,0.028612,0.042759,0.031423,0.062142,0.0059184,0.0065739,0.14362,0.010273,0.26404,0.21797,0.059356,0.4873
0.06616,0.16577,0.26398,0.095021,0.31815,0.20849,0.082262,0.53465,0.40722,0.9099,9.4124,8.7432,1.1337,0.14052,0.18747,0.37171,0.53647,0.25525,0.72725,1.0077,6.898,10.904,3.1475,0.32527,0.20516,0.54017,0.37572,0.45403,0.63238,0.82787,4.4156,16.198,11.281,2.6263,1.1366,1.1624,0.44472,0.50361,0.22783,0.36403,0.49866,2.8127,3.3868,0.8764,0.19009,0.65868,0.13921,0.66822,1.5353,10.323,13.226,3.8792,3.801,1.4499,4.6081,13.201,15.788,4.6028,1.3183,0.88132,0.83105,1.4564,3.6867,2.0171,0.092429,2.113,2.9468,1.0178,0.2745,0.31683,0.3933,0.55036,1.2265,1.0605,0.92375,0.42253,0.39517,0.60782,0.83462,0.52609,0.14506,0.37883,0.36017,0.028708,0.039809,0.14061,0.2832,0.048187,2.3219,1.8093,1.6925,0.60105,0.56986,0.32553,0.77041,1.7342,1.1066,0.56037,0.64454,0.42491,0.29249,0.091746,0.24055,0.23899,0.11719,0.12272,0.06751,0.15637,0.044544,0.072143,0.053036,0.1325,0.87314,2.6225,1.8434,0.83822,0.13236,0.13661,0.25815,0.11855,0.19518,0.7639,2.6448,2.0918,0.24318,0.011314,0.19523,0.16157,0.24952,0.055297,0.069128,0.091204,0.1079,0.081954,0.046248,0.031345,0.35158,0.83327,0.9387,0.53184,0.53855,0.063328,0.12141,0.08868,0.30799,0.026981,0.017264,0.055814,0.21748,0.19487,0.24963,0.31674,0.20675,0.16922,0.25759,0.89388,0.71119,0.40768,0.31195,0.16138,0.076977,0.43676,0.37531,0.13052,0.057995,0.12128,0.054433,0.15048,0.34547,0.35202,0.1929,0.066338,0.24204,0.51558,0.25498,0.44108,0.021033,0.028635,0.020642,0.040201,0.050633,0.019388,0.13377,0.39465,0.35727,0.33238,0.46459,0.11857,0.050649,0.10426,0.064591,0.035388,0.021907,0.012328,0.023222,0.084612,0.13645,0.22057,0.18823,0.07777,0.13775
0.026876,0.098007,0.17754,0.071623,0.12587,0.333,0.47639,0.25921,0.19464,2.0736,9.0378,8.1916,1.4258,0.030767,0.32092,0.68089,0.52855,0.45663,0.099602,0.28102,4.712,10.516,4.3721,0.25832,0.42688,0.31638,0.33039,0.51114,0.27182,0.44026,5.4565,18.135,13.854,6.5108,4.4041,0.80279,0.4186,0.75599,0.2252,0.14304,0.48582,2.9579,2.9426,0.56908,0.41196,0.35572,0.32806,0.44467,0.82077,4.7874,7.8364,3.0566,2.8947,1.8051,5.8659,13.169,10.811,2.2017,3.419,2.299,0.72315,1.5189,3.4137,2.1408,0.41535,2.1281,3.3559,1.0776,0.12053,0.21523,0.18564,0.057241,1.2266,1.2153,0.94424,0.40657,0.54019,0.86039,0.34966,0.29192,0.20489,0.47963,0.31514,0.010937,0.030784,0.11798,0.099737,0.1431,3.3925,7.1616,3.5322,0.53898,0.82032,0.17098,0.58943,0.65383,1.2196,0.20076,0.98573,1.2957,0.26544,0.087246,0.19953,0.21064,0.23048,0.3362,0.26948,0.1479,0.212,0.080021,0.021827,0.1758,0.99218,2.7141,2.4057,0.56334,0.050599,0.25017,0.089391,0.13728,0.19118,0.70839,1.684,2.2829,1.1226,0.24378,0.44268,0.19346,0.036943,0.079308,0.16152,0.099336,0.026763,0.058398,0.047472,0.071183,0.33629,0.67781,0.88545,0.58085,0.70801,0.24142,0.080565,0.35415,0.19127,0.1073,0.074595,0.08884,0.25718,0.75708,1.1107,0.87031,0.45883,0.12197,0.025713,0.38043,1.0161,0.68138,0.43486,0.11524,0.19857,0.24453,0.1992,0.14829,0.051604,0.064132,0.10623,0.094649,0.57115,0.46871,0.10385,0.028015,0.13206,0.31648,0.54252,0.38296,0.017609,0.030036,0.037519,0.066148,0.090425,0.098323,0.15397,0.40904,0.21477,0.27911,0.2165,0.1012,0.045615,0.094749,0.10891,0.04739,0.013104,0.01665,0.021185,0.25941,0.15466,0.19746,0.25106,0.085174,0.2772
0.11868,0.13588,0.01723,0.16268,0.22706,0.34893,0.12163,0.052882,0.35048,1.5652,6.172,5.907,0.89869,0.25086,0.55449,0.56313,0.23276,0.11402,0.23407,0.49779,3.9513,8.9817,3.8648,0.31311,0.38039,0.011049,0.43032,0.14161,0.084021,0.46704,5.426,17.552,9.1794,10.037,6.2849,0.84409,0.6532,0.20842,0.38795,0.36281,0.5209,1.5307,2.1119,0.097255,0.25708,0.16994,0.059366,0.74046,0.79464,0.29637,4.2903,5.8189,6.446,4.0277,6.6827,18.253,12.514,2.3327,4.993,0.98651,1.5189,0.5044,2.0534,1.9892,0.75946,1.8441,2.886,1.2401,0.22815,0.23018,0.088121,0.58005,1.8455,2.5034,1.0632,0.52603,0.40766,0.74172,0.79575,0.51526,0.071075,0.15009,0.18272,0.071756,0.071804,0.037025,0.15507,0.14456,4.0035,6.49,3.5057,0.67865,0.21796,0.29645,0.51154,1.4738,1.3578,0.76892,0.94157,0.44035,0.24197,0.32714,0.30911,0.3416,0.16536,0.12824,0.1282,0.21146,0.11321,0.0043175,0.045986,0.12088,0.6445,2.8894,3.1184,0.85538,0.16706,0.097561,0.23724,0.11142,0.22065,0.59145,2.3823,3.0481,1.5764,0.13359,0.34063,0.23993,0.23715,0.10897,0.15419,0.059599,0.092692,0.075458,0.033841,0.041314,0.13834,0.79743,0.4253,0.63384,0.69122,0.26334,0.28794,0.22559,0.21478,0.047696,0.041203,0.019479,0.26013,0.80548,0.41895,0.43137,0.52353,0.18144,0.48245,0.75363,0.44484,0.2279,0.11801,0.046917,0.04609,0.90933,0.84621,0.096933,0.12803,0.13108,0.054044,0.12513,0.54245,0.63405,0.49323,0.076121,0.13612,0.35967,0.3962,0.24657,0.037196,0.050546,0.065283,0.085163,0.039648,0.039054,0.1439,0.15808,0.11119,0.11428,0.12997,0.11636,0.01835,0.12206,0.085295,0.019954,0.033308,0.0084856,0.055755,0.28715,0.28524,0.32045,0.068475,0.044854,0.11477
0.27548,0.18948,0.31169,0.25151,0.22241,0.22233,0.28832,0.17531,0.52076,0.10524,3.1737,3.8351,0.92798,0.22294,0.29078,0.77115,0.28765,0.3057,0.14683,1.0945,5.3075,8.1419,2.06,0.25065,0.29168,0.28201,0.51177,0.077608,0.30032,0.45273,4.2469,15.254,8.6431,8.7573,4.2243,0.52507,0.24951,0.23921,0.051256,0.064841,0.45092,1.9444,1.9644,0.65109,0.17204,0.040405,0.34914,0.50509,3.2886,6.395,6.5811,2.3272,6.0826,5.6965,5.3873,6.1987,11.008,3.3408,10.066,9.1421,2.9503,1.2042,0.57267,1.1296,0.24916,0.27301,1.115,0.77539,0.42855,0.27034,0.25621,0.19231,0.67329,1.9257,0.731,0.2195,0.37005,0.42206,0.17949,0.22022,0.037521,0.2693,0.27907,0.13448,0.053241,0.052546,0.2298,0.20392,4.3428,4.5357,0.84739,0.43893,0.32069,0.14765,0.1331,1.2914,0.90152,0.32169,1.1443,0.72813,0.37815,0.088476,0.76422,0.57342,0.16086,0.10222,0.10575,0.27204,0.077872,0.011556,0.03547,0.30731,0.83355,1.5931,1.9799,0.72445,0.17935,0.14738,0.19851,0.12151,0.17982,0.56216,1.3264,1.7727,0.78564,0.13485,0.18876,0.20977,0.25673,0.12121,0.078854,0.070338,0.11709,0.16466,0.095778,0.11554,0.075718,1.3799,1.221,1.8237,1.1085,0.40926,0.31019,0.20501,0.25404,0.19669,0.031881,0.049144,0.10548,0.092518,0.25045,0.57399,0.41307,0.10932,0.58546,1.0915,0.76719,1.3845,0.63851,0.11205,0.20635,1.0077,1.1502,0.096918,0.041498,0.036555,0.10293,0.097433,0.23736,0.27546,0.28354,0.069269,0.025531,0.13579,0.25771,0.14539,0.033096,0.032947,0.009252,0.051542,0.013791,0.10809,0.075969,0.14941,0.028632,0.50654,0.59828,0.40598,0.044983,0.025716,0.12468,0.060262,0.059818,0.045964,0.0071552,0.15819,0.17509,0.10819,0.049626,0.075221,0.33743
0.16307,0.13268,0.2173,0.070361,0.12292,0.11894,0.10885,0.051809,0.31951,0.43678,3.1065,3.4048,0.44443,0.27115,0.37421,0.77438,0.71442,0.30549,0.34717,0.75772,5.4465,8.3669,2.3132,0.20586,0.31359,0.40031,0.42087,0.19063,0.51834,1.0023,5.0034,14.753,10.173,2.9008,2.3222,0.91099,0.43871,0.06839,0.18148,0.30941,0.186,1.1132,1.2432,0.48122,0.36886,0.23149,0.081643,0.8694,2.9063,8.9718,8.8086,3.2026,3.112,0.71945,3.1771,12.602,14.678,3.9384,10.255,11.634,2.8319,0.87302,2.0727,1.9449,0.97909,0.81944,1.2024,0.50058,0.11068,0.12109,0.095309,0.082331,0.57982,0.98894,1.1618,0.30147,0.059839,0.31051,0.46547,0.491,0.17064,0.6434,0.5212,0.065783,0.010846,0.010199,0.30808,0.35816,3.2842,5.0373,3.257,0.62542,0.75443,0.12291,0.32821,0.57055,0.9163,0.76919,0.12542,0.30788,0.16442,0.16199,0.31025,0.48804,0.090505,0.14885,0.33278,0.018007,0.1047,0.096618,0.10418,0.015675,1.2321,1.3973,1.4541,0.80526,0.29322,0.090316,0.1976,0.059291,0.079073,0.51333,2.1361,2.6318,0.52678,0.22134,0.21905,0.38282,0.16108,0.20614,0.027091,0.13215,0.07817,0.24948,0.14786,0.10315,0.023067,1.6017,2.1017,1.3125,0.8763,0.22513,0.21358,0.23105,0.21476,0.11485,0.076123,0.085184,0.27882,0.12034,0.42945,0.2953,0.48498,0.36467,0.50675,0.39873,0.25213,1.1466,1.4775,0.081142,0.22584,0.89965,1.2004,0.085402,0.072365,0.0090628,0.004942,0.030775,0.29718,0.36622,0.19709,0.047707,0.17805,0.30177,0.15792,0.11608,0.035162,0.028896,0.016877,0.041959,0.044872,0.030866,0.11318,0.077543,0.11164,0.29111,0.56588,0.56094,0.059899,0.056244,0.087452,0.15057,0.086864,0.068994,0.035017,0.11291,0.05964,0.11189,0.049659,0.081974,0.35566
