0.046196,0.025123,0.018095,0.025935,0.0045273,0.025283,0.047858,0.021978,0.02834,0.053739,0.06142,0.03763,0.049785,0.056965,0.09539,0.14898,0.20367,0.21794,0.23773,0.31764,0.41176,0.65422,1.2024,1.0721,0.21018,0.51263,0.61783,0.33804,0.24309,0.19167,0.19257,0.15051,0.077657,0.030531,0.071174,0.13519,0.099057,0.10244,0.046834,0.11561,0.20872,0.095499,0.34442,1.1294,2.2936,2.0723,1.0375,0.54301,0.99982,2.3458,2.6286,1.5853,0.79761,0.55903,0.32606,0.28631,0.42463,0.98913,1.7349,1.5428,0.55206,0.12001,0.23981,0.13098,0.11935,0.31865,0.73488,0.7671,0.40134,0.47382,0.72395,0.86209,1.4469,2.0199,2.8978,2.6284,1.0441,0.55188,0.35099,0.14683,0.11201,0.11035,0.17042,0.19403,0.18082,0.13948,0.50311,1.0202,1.0419,0.71733,0.67524,0.31714,0.15319,0.10253,0.11698,0.2232,0.36035,0.65618,0.82149,0.59301,0.47671,0.37553,0.236,0.18118,0.1494,0.12382,0.09597,0.059731,0.082577,0.22037,0.36332,0.15422,0.35531,0.58621,0.87292,0.88448,1.8168,3.0461,2.6981,1.3502,0.46929,0.36405,0.30958,0.29861,0.33903,0.29525,0.16103,0.11625,0.10769,0.11573,0.14295,0.23702,0.30079,0.25167,0.20081,0.14063,0.15158,0.1233,0.089259,0.094901,0.10881,0.10286,0.070062,0.21916,0.20803,0.052243,0.89678,1.4822,1.1092,1.2755,1.5193
0.075199,0.037343,0.019151,0.038651,0.0488,0.08229,0.048819,0.028335,0.052402,0.037146,0.025607,0.054346,0.050149,0.035337,0.061342,0.09228,0.052778,0.025235,0.020882,0.0034996,0.12839,0.24823,1.1362,0.82198,0.49608,0.84747,0.33036,0.042181,0.084813,0.047353,0.037109,0.059027,0.091002,0.10272,0.075796,0.049607,0.063135,0.11352,0.11364,0.095633,0.10285,0.11539,0.16555,0.92754,2.8643,1.6613,0.048797,0.10691,0.83632,2.4756,2.0055,0.35547,0.14231,0.24479,0.13286,0.045946,0.21959,1.6913,3.4722,2.2039,0.54843,0.41108,0.11758,0.11395,0.18832,0.19891,0.80377,1.0048,0.20298,0.045048,0.19457,0.18484,0.49677,1.3782,3.2394,2.5292,0.32445,0.22718,0.20382,0.084726,0.021462,0.027383,0.059001,0.15713,0.062587,0.065717,0.1882,0.65422,0.98048,0.49776,0.36402,0.10301,0.089257,0.083429,0.079652,0.11242,0.17414,0.35573,1.2358,1.0093,0.88749,0.41566,0.13137,0.038794,0.081516,0.069904,0.062656,0.19261,0.31688,0.36282,0.35881,0.28547,0.21445,0.089051,0.25324,0.8729,2.9008,5.0114,1.6866,1.0696,0.35567,0.041023,0.112,0.12148,0.11708,0.1383,0.058556,0.050741,0.074826,0.09492,0.22541,0.23162,0.24483,0.070544,0.093105,0.055368,0.10869,0.029191,0.037331,0.073651,0.055846,0.080573,0.14904,0.091083,0.080647,0.16168,0.79494,2.7557,2.7058,2.0974,0.64563
0.061831,0.03552,0.040759,0.033469,0.043448,0.052099,0.023539,0.059178,0.053441,0.057235,0.095518,0.10421,0.028781,0.057922,0.054806,0.12307,0.09963,0.042637,0.017384,0.035349,0.16157,0.59959,1.544,0.89892,0.37974,0.80793,0.34858,0.089128,0.086874,0.030615,0.043181,0.088674,0.065033,0.046235,0.042261,0.013587,0.03827,0.097427,0.058912,0.036613,0.061817,0.098493,0.030762,0.7432,2.1835,1.3212,0.17398,0.14579,0.21972,0.75112,0.90363,0.11757,0.223,0.12283,0.13863,0.084038,0.1406,0.95117,1.535,3.5082,1.5229,0.1023,0.11515,0.090642,0.16257,0.69824,1.538,1.1156,0.27255,0.11748,0.20636,0.10028,0.94062,3.36,4.8612,1.5281,0.35185,0.031346,0.14405,0.073604,0.045015,0.03742,0.11709,0.084287,0.061869,0.082942,0.23195,1.1551,1.575,0.52648,0.37675,0.11971,0.084545,0.10129,0.081039,0.044244,0.023246,0.71192,1.4946,0.78686,1.4712,0.51303,0.13208,0.12026,0.075083,0.091534,0.076256,0.15853,0.20062,0.23896,0.16668,0.08678,0.070361,0.03419,0.12705,0.38219,2.6051,3.0463,3.0061,0.8433,0.56968,0.21762,0.17898,0.17,0.22554,0.069032,0.079152,0.048618,0.12471,0.073255,0.0078213,0.12242,0.28486,0.21472,0.084962,0.13362,0.10817,0.014267,0.036977,0.047036,0.032049,0.076488,0.13686,0.12463,0.20502,0.30022,0.48408,2.9784,4.2408,1.6634,0.17478
0.05538,0.042965,0.026297,0.025758,0.036088,0.11132,0.05582,0.029615,0.021073,0.02254,0.054394,0.053415,0.077449,0.07211,0.043595,0.048833,0.068192,0.051411,0.038947,0.023768,0.058117,1.2717,2.8397,1.2832,0.39744,0.67965,0.24579,0.030693,0.066524,0.045912,0.025136,0.06545,0.066604,0.041345,0.069969,0.0099317,0.026509,0.054437,0.021311,0.017825,0.0055249,0.027833,0.05341,0.43634,1.4894,0.74445,0.0845,0.024673,0.24123,0.44787,0.33064,0.40383,0.10563,0.063008,0.062629,0.066298,0.256,1.2421,3.3742,4.5066,2.4608,0.35385,0.106,0.21697,0.25035,0.88823,0.90146,0.27054,0.22459,0.13048,0.059678,0.5546,1.5387,2.1505,4.3492,1.8593,0.73604,0.29675,0.058432,0.0738,0.040399,0.12458,0.10797,0.077777,0.069987,0.13789,0.3222,1.4393,2.2412,0.99642,0.21613,0.13919,0.04579,0.072305,0.079844,0.13339,0.37441,1.2931,2.3856,1.1086,1.0176,0.5026,0.10114,0.030018,0.033207,0.032726,0.12468,0.16212,0.21108,0.50998,0.72538,0.38624,0.15991,0.13153,0.23633,0.4626,2.3825,4.3761,6.0211,3.0196,0.31615,0.20365,0.085367,0.11404,0.033508,0.1071,0.13192,0.092776,0.1099,0.07369,0.15249,0.30695,0.10637,0.27969,0.15906,0.033558,0.053132,0.039743,0.026302,0.055541,0.017032,0.043862,0.096911,0.14211,0.15068,0.58114,0.5439,2.0858,2.165,0.66127,0.41061
0.13414,0.040407,0.034515,0.023766,0.066178,0.05224,0.12186,0.050756,0.037162,0.059444,0.068909,0.088529,0.015086,0.037464,0.074264,0.058317,0.035753,0.081015,0.035368,0.090409,0.12296,1.7242,3.9477,1.7778,0.39744,0.52795,0.16842,0.1363,0.081157,0.065265,0.10081,0.067813,0.055608,0.049593,0.10158,0.067598,0.046753,0.052027,0.071403,0.079381,0.15768,0.11,0.10578,0.39142,1.2646,0.88966,0.20738,0.093835,0.96517,1.8646,1.434,0.59016,0.21939,0.054841,0.10469,0.14323,0.24119,1.0311,0.49732,1.8726,1.2245,0.15508,0.057591,0.07162,0.22893,0.5916,0.37631,0.9474,0.55246,0.28155,0.093366,0.17173,1.6702,5.1009,4.4641,1.0952,0.10376,0.032893,0.13491,0.15379,0.10584,0.028986,0.11446,0.12606,0.079449,0.073651,0.28977,0.80943,1.3385,0.30365,0.31976,0.10084,0.10372,0.02289,0.049854,0.083229,0.08591,0.41825,1.4503,1.306,0.85774,0.33832,0.16963,0.073439,0.019503,0.05459,0.087338,0.061338,0.22303,0.58816,0.84156,0.46364,0.055375,0.032975,0.12559,0.27089,1.3788,4.5354,5.6635,3.7444,0.91343,0.25194,0.039253,0.11309,0.062597,0.064486,0.0261,0.080658,0.049519,0.057887,0.17732,0.32582,0.25794,0.30276,0.18552,0.051512,0.03528,0.093421,0.027066,0.036347,0.020224,0.053626,0.04915,0.067521,0.085717,0.5216,1.8668,1.4553,1.3051,0.46685,0.40894
0.068926,0.063423,0.053334,0.032139,0.025779,0.023107,0.063888,0.072001,0.083301,0.091556,0.050684,0.13969,0.13782,0.075147,0.065154,0.13381,0.12682,0.038098,0.02874,0.051398,0.15457,2.2057,4.5899,1.915,0.38413,0.50247,0.18178,0.14075,0.19049,0.12676,0.11528,0.04827,0.067186,0.10935,0.068408,0.06365,0.064845,0.04542,0.045137,0.090373,0.14604,0.067774,0.088349,0.30452,0.63077,0.44646,0.21322,0.45613,1.4672,2.7163,2.2348,0.2203,0.38758,0.22201,0.111,0.19173,0.15926,0.40508,1.5921,2.3577,0.50223,0.235,0.080237,0.049932,0.19918,0.96677,1.9223,1.3301,0.32342,0.16795,0.21241,0.20945,0.34888,2.7073,4.7776,2.7984,0.68036,0.05614,0.16966,0.22355,0.091108,0.078967,0.071882,0.077538,0.086966,0.019346,0.17309,1.2489,2.0628,1.2299,0.4758,0.15498,0.19497,0.22151,0.21533,0.11826,0.18389,0.46808,1.0467,0.56415,0.57494,0.050987,0.088008,0.0053586,0.020624,0.048361,0.05582,0.01597,0.15916,0.50523,0.19011,0.39474,0.10874,0.061032,0.12898,0.55109,1.6386,2.4507,1.9834,1.8189,0.34669,0.037594,0.07745,0.14093,0.022317,0.090286,0.039521,0.029774,0.065053,0.051923,0.036994,0.219,0.21018,0.087406,0.1216,0.010156,0.070641,0.057114,0.065071,0.046317,0.076547,0.046855,0.071354,0.14426,0.13345,0.84622,0.9447,1.7284,2.4455,0.90618,1.4412
0.049722,0.056547,0.040975,0.011025,0.017003,0.061769,0.037592,0.0097109,0.024683,0.084332,0.035453,0.075993,0.016394,0.015373,0.029447,0.075846,0.034121,0.037693,0.027434,0.058476,0.10111,1.7815,4.0832,1.7479,0.12611,0.35655,0.13328,0.070709,0.048285,0.12174,0.091201,0.095547,0.094813,0.081633,0.032518,0.012231,0.064777,0.029459,0.026876,0.061724,0.059771,0.049856,0.11036,0.17775,0.31384,0.44127,0.12561,0.16413,0.54594,0.85072,1.7324,0.77925,0.040147,0.13107,0.2078,0.15785,0.19965,1.0199,4.1045,5.5263,2.2697,0.26755,0.087555,0.13568,0.091793,0.68893,1.0773,0.75161,0.19614,0.15283,0.12997,0.16716,0.59806,1.4914,0.56758,1.2733,0.42117,0.072694,0.14447,0.14457,0.099512,0.077566,0.096555,0.076551,0.068537,0.065382,0.16444,1.1998,1.8099,0.28009,0.27396,0.078663,0.080489,0.12618,0.055099,0.12599,0.099458,0.32518,0.88718,1.0831,0.10339,0.34291,0.20066,0.14708,0.092754,0.020113,0.062398,0.0088735,0.022135,0.37711,0.77046,0.35101,0.080915,0.045957,0.03683,0.29668,2.3661,2.8673,0.79328,1.59,0.30096,0.1359,0.11542,0.073532,0.045872,0.036241,0.013069,0.067366,0.095467,0.087291,0.029691,0.25966,0.51834,0.33651,0.16243,0.073585,0.082997,0.07626,0.048921,0.0041152,0.019306,0.029642,0.050845,0.10426,0.21193,0.45198,0.62235,2.8105,3.1927,0.51274,1.5373
0.078453,0.030069,0.01919,0.039569,0.052017,0.025363,0.0060866,0.016631,0.04005,0.091033,0.10739,0.044597,0.078023,0.044949,0.075221,0.063025,0.012867,0.050015,0.023912,0.034813,0.061018,1.3083,3.3431,1.6993,0.27032,0.22857,0.059242,0.03295,0.084562,0.067201,0.020516,0.094365,0.095586,0.043655,0.067002,0.020132,0.042341,0.014192,0.037262,0.047016,0.0035487,0.07709,0.26584,0.54709,0.66014,0.19853,0.11863,0.194,0.8465,1.3159,0.14474,0.34858,0.057015,0.064168,0.21539,0.13932,0.0062213,0.61133,3.2506,4.6437,1.9945,0.20216,0.099329,0.19589,0.067072,0.39741,0.31605,0.30561,0.066132,0.051743,0.11486,0.14502,0.20297,1.6738,1.5856,0.10248,0.31065,0.10465,0.11996,0.10899,0.080609,0.070767,0.051458,0.014316,0.083603,0.10319,0.16837,1.0234,1.2693,0.41112,0.16872,0.052128,0.11928,0.16211,0.11338,0.14308,0.11242,0.21496,0.61777,1.564,1.2402,0.36458,0.10314,0.020442,0.097547,0.047699,0.086067,0.030842,0.13776,0.46531,0.45648,0.2863,0.16599,0.1346,0.18377,0.39046,1.3913,2.8986,2.6368,1.3139,0.46685,0.25057,0.20039,0.098069,0.060432,0.027713,0.094075,0.050215,0.10003,0.038031,0.084133,0.31217,0.57061,0.22816,0.12131,0.10705,0.0093789,0.059297,0.038537,0.052172,0.014225,0.028123,0.091751,0.15473,0.078912,0.18253,0.51956,2.2795,3.9542,2.4013,1.0526
0.081268,0.037749,0.044294,0.010152,0.066285,0.031551,0.06314,0.041087,0.044643,0.24161,0.45954,0.74753,0.59788,0.276,0.091862,0.12226,0.032471,0.053135,0.029013,0.019226,0.11459,0.73919,2.5305,1.2229,0.25537,0.24803,0.1184,0.071254,0.069037,0.039906,0.024861,0.025965,0.0088907,0.19977,0.13705,0.031024,0.051457,0.02958,0.031926,0.060485,0.046678,0.077227,0.11731,0.32301,0.90433,0.6224,0.15178,0.15376,0.32189,1.3337,1.1683,0.17247,0.08205,0.033508,0.10508,0.14389,0.11572,0.35914,0.5946,1.2785,0.83021,0.03851,0.12953,0.10782,0.20443,0.52799,0.59652,0.20224,0.29378,0.17773,0.14015,0.12319,0.75093,2.6019,2.7207,1.0435,0.39081,0.07693,0.12707,0.1829,0.08679,0.11062,0.029796,0.053701,0.0272,0.061382,0.18015,0.64342,1.1461,0.34904,0.030601,0.050385,0.11334,0.099949,0.072701,0.072807,0.16029,0.17905,0.38692,0.91191,1.2118,0.37141,0.055144,0.073677,0.047258,0.063487,0.019998,0.016258,0.064775,0.22097,0.31258,0.31648,0.064485,0.054086,0.033139,0.25315,0.83765,0.63654,0.45602,1.4272,0.51665,0.048184,0.054588,0.15449,0.053332,0.082599,0.091908,0.035521,0.065607,0.11397,0.05128,0.18073,0.0065436,0.32303,0.24158,0.059206,0.054638,0.04254,0.036562,0.053072,0.053014,0.058375,0.12378,0.011324,0.067406,0.42821,0.57127,0.40214,2.1056,0.93262,0.082429
0.13114,0.097982,0.087352,0.029645,0.089937,0.10043,0.044155,0.087141,0.047643,0.17911,2.2863,4.5061,2.796,0.44108,0.31866,0.40071,0.19686,0.13198,0.050966,0.074971,0.35095,1.5498,2.8828,1.1715,0.18234,0.2374,0.10838,0.091518,0.10896,0.11988,0.12192,0.084848,0.25314,0.59848,0.42517,0.1486,0.17392,0.16909,0.15087,0.13213,0.060663,0.040308,0.02106,0.32138,0.93412,0.82317,0.15386,0.27623,0.32803,1.4563,1.6789,0.45519,0.10874,0.069189,0.24206,0.39531,0.38435,0.31688,0.67335,0.2425,0.23557,0.094393,0.070249,0.1119,0.15125,0.35558,0.30139,0.84571,0.30496,0.13101,0.11623,0.11022,0.41555,2.2865,3.3169,1.0221,0.41168,0.28418,0.19236,0.1365,0.21257,0.33291,0.25804,0.041067,0.040515,0.087129,0.40989,1.4165,1.6677,0.44299,0.0282,0.0076478,0.043034,0.053073,0.086243,0.034769,0.063837,0.65723,0.6664,0.44251,0.37781,0.18943,0.061682,0.04207,0.045093,0.073402,0.064269,0.094136,0.095359,0.12182,0.46841,0.3682,0.06764,0.023896,0.088854,0.23559,1.6242,3.4242,4.6542,2.9007,0.59626,0.25106,0.2277,0.052982,0.070584,0.1097,0.082666,0.091288,0.071875,0.039705,0.097968,0.17412,0.11227,0.19323,0.14939,0.0022633,0.029938,0.013198,0.0051275,0.043143,0.023928,0.11573,0.087412,0.040906,0.18061,0.69365,1.5938,2.4359,2.2014,0.99716,0.75093
